evento,descricao,similar_event,descricao_similar,similarity
GDT 4 - ENEPET 2020,"Que os grupos PETs do Nordeste, a partir da aprovação deste encaminhamento na assembleia Final do XIX ENEPET, e demais regiões do Brasil, a partir da aprovação na assembleia geral do XXV ENAPET, revejam/realizem os processos de auto avaliação do grupo nas relações entre tutoria discentes, procurando ferramentas que não usem somente como critério uma quantificação dentro de uma escala numérica e que seja priorizado o diálogo e a escuta para mediação e reflexões das dinâmicas internas, respeitando sempre a horizontalidade. Votos via Assembleia Assíncrona: (Aprovação 76,9%, Alteração 0,6%, Informação 0,0%, Discussão 4,1%, Contrário 1,6%, Abstenção 16,6%) (APROVADO POR MAIORIA);",GDT 7 - ENAPET 2019,"Que, após a Assembleia Geral do XXIV ENAPET, o CLAA garanta a participação discente nos processos seletivos para discentes e tutores dos grupos PET, garantindo a horizontalidade dos processos seletivos. (Aprovado como sugestão por contraste);",0.15185296694532907
GDT 4 - ENEPET 2020,"Sugerem-se que os petianos discentes, juntamente com os seus tutores, criem metodologias/programas de acompanhamento permanente das pessoas petianas egressas e desenvolvam estratégias para avaliar o impacto do PET na vida delas, de forma qualitativa e/ou quantitativa (seja por meio de desenvolvimento de trabalho de conclusão de curso - TCC ou em pesquisas internas dos grupos) visando a produção de trabalhos científicos a serem publicados. Tudo isso a fim de fortalecer o programa e demonstrar para a sociedade os resultados positivos que ele gera na vida profissional das pessoas petianas egressas.","GDT 19: Atuação dos grupos do PET no Ensino, Pesqu - ENAPET 2022","Encaminhamento 2: Que os grupos PET após o XXVII ENAPET criem estratégias de avaliação a fim de receber feedbacks e entender os pontos positivos e negativos das atividades internas e externas que foram realizadas, esse tipo de ação fortalece o coletivo do PET. 77 pessoas presentes - Aprovado como sugestão 45%",0.15157317078328414
GDT 12: Mobiliza PET: atuação e influência nos gru - ENAPET 2022,"Encaminhamento 1: Que a partir de 2023, o CLAA promova junto aos grupos PET de sua IES uma articulação conjunta e monitoramento referente aos discentes que perderam a bolsa por motivos de maternidade ou paternidade.
 [ALTERAÇÃO DE TEXTO] GDT 12 (Encaminhamento 1): Que a CENAPET, após a assembleia geral do XXVII ENAPET, construa e encaminhe ao MEC um documento oficial solicitando que o órgão, em conjunto com as Instituições de Ensino Superior (IES), viabilizem a permanência legal e remunerada, a partir do início do exercício acadêmico de 2023 15 (2023/1), de petianas que vierem a engravidar durante o curso, tendo em vista que, durante a pandemia, foi possível evidenciar que a carga horária pode ser cumprida remotamente e sem prejuízos para a qualidade do programa, assegurando que a gestante continue contribuindo com o grupo e não seja desligada ou perca a bolsa por motivo de maternidade. 40 pessoas presentes - Aprovada 85%",GDT 16 - Permanência e Evassão na Universidade - ENAPET 2020,"Que a diretoria da CENAPET, após aprovação na assembleia geral do XXV ENAPET, encaminhe ao Ministério da Educação (MEC) um ofício dispondo sobre a solicitação formal da inclusao da política de licença maternidade e paternidade nos grupos PET.",0.15043987740202758
GDT 16 - Permanência e Evassão na Universidade - ENAPET 2020,"Que a diretoria da CENAPET, após aprovação na assembleia geral do XXV ENAPET, encaminhe ao Ministério da Educação (MEC) um ofício dispondo sobre a solicitação formal da inclusao da política de licença maternidade e paternidade nos grupos PET.",GDT 12: Mobiliza PET: atuação e influência nos gru - ENAPET 2022,"Encaminhamento 1: Que a partir de 2023, o CLAA promova junto aos grupos PET de sua IES uma articulação conjunta e monitoramento referente aos discentes que perderam a bolsa por motivos de maternidade ou paternidade.
 [ALTERAÇÃO DE TEXTO] GDT 12 (Encaminhamento 1): Que a CENAPET, após a assembleia geral do XXVII ENAPET, construa e encaminhe ao MEC um documento oficial solicitando que o órgão, em conjunto com as Instituições de Ensino Superior (IES), viabilizem a permanência legal e remunerada, a partir do início do exercício acadêmico de 2023 15 (2023/1), de petianas que vierem a engravidar durante o curso, tendo em vista que, durante a pandemia, foi possível evidenciar que a carga horária pode ser cumprida remotamente e sem prejuízos para a qualidade do programa, assegurando que a gestante continue contribuindo com o grupo e não seja desligada ou perca a bolsa por motivo de maternidade. 40 pessoas presentes - Aprovada 85%",0.15043987740202758
"GDT 5 - A extensao, a pesquisa e o ensino como age - ENAPET 2020","Que os grupos PET, após a realização do XXV ENAPET, divulguem seus trabalhos em suas redes sociais (Instagram, LinkedIn, Facebook, blogs) e as mantenham atualizadas com suas atividades e eventos.",GD 11 - ENAPET 2018,"Que as comissões organizadoras dos eventos PET nacionais e regionais, a partir de 2019, divulguem antes do início dos eventos nos canais de comunicação oficial do evento (site, redes sociais, e-mail, etc.) os materiais de referência e textos complementares (relatórios, atas, deliberações, etc.) com a motivação da escolha dos temas de GDT e outras atividades no intuito de uma maior transparência para os participantes na divulgação dos temas do evento.",0.15032819524087038
GDT 2 - InterPET 2019.1,"Que os grupos PET insiram em seus planejamentos espaços que promovam discussões multidisciplinares sobre a relação sujeito/objeto da ciência encorporando os saberes comunitários em conjunto com suas representações, para assim, aperfeiçoar e aproximar ainda mais o contato entre o PET e as comunidades.",GDT 1 - Construção de Eventos PET - ENAPET 2020,Que os grupos PET promovam projetos em conjunto com os demais grupos da IES como forma de intensificar os encontros estaduais e os InterPET,0.15032214363827368
GDT 2 - Mobiliza PET e Visibilidade do Programa na - ENAPET 2020,"Que em 2021 a Comissao Nacional do Mobiliza PET, em articulaçao com Diretoria da CENAPET e, caso necessario, com demais comissoes representativas do PET, promovam o VII Mobiliza PET em formato virtual, sendo este uma açao de mobilizaçao em defesa do PET de alcance nacional.

Aprovado integralmente na assembleia assıncrona
(Votos: 272. Manutençao integral: 73%; 2a opçao mais votada — Transformar em sugestao: 12%)",GT 4 - ENAPET 2018,Que a Comissão Nacional do Mobiliza PET inclua na pauta de reivindicação do VI Mobiliza PET o lançamento de novos editais ao Ministério da Educação quanto à abertura de grupos para o início de 2019.,0.14894493334789333
GDT 5 - ENEPET 2020,"Que os grupos PET promovam rotineiramente atividades de conscientização social dentro dos próprios grupos e de suas IES, principalmente nas unidades acadêmicas abrangidas pelo programa, a fim de consolidar o acolhimento à diversidade e os valores plurais e democráticos pelos quais a universidade preza, para embasar a formação cidadã dos/as petianos/as e, posteriormente, difundir esses valores em ações voltadas à sociedade.",GDT 1 - ENAPET 2018,"Que a Diretoria da CENAPET, ou outro grupo de PETianos/as, façam uma parceria com representantes do programa PIBIC e redijam uma sugestão legislativa a ser encaminhada para o portal e-cidadania com o objetivo de corrigir os valores da tabela de valores de bolsas do Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) mediante ao IPCA acumulado desde 2010 a valores atuais e que façam ampla divulgação dentre os PET do Brasil para atingir o número necessários de apoios no portal.",0.14816619188071595
GDT 1 - ENAPET 2018,"Que a Diretoria da CENAPET, ou outro grupo de PETianos/as, façam uma parceria com representantes do programa PIBIC e redijam uma sugestão legislativa a ser encaminhada para o portal e-cidadania com o objetivo de corrigir os valores da tabela de valores de bolsas do Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) mediante ao IPCA acumulado desde 2010 a valores atuais e que façam ampla divulgação dentre os PET do Brasil para atingir o número necessários de apoios no portal.",GDT 5 - ENEPET 2020,"Que os grupos PET promovam rotineiramente atividades de conscientização social dentro dos próprios grupos e de suas IES, principalmente nas unidades acadêmicas abrangidas pelo programa, a fim de consolidar o acolhimento à diversidade e os valores plurais e democráticos pelos quais a universidade preza, para embasar a formação cidadã dos/as petianos/as e, posteriormente, difundir esses valores em ações voltadas à sociedade.",0.14816619188071595
GDT 4 - Adaptação e Inclusão Social - ENAPET 2020,"As ações dos grupos PET externas para o ensino, pesquisa e extensão devem ser divulgadas em suas respectivas redes sociais, antes e depois de ocorrerem, a fim de convidar o público para participar e de deixar registrado publicamente a execução de tais atividades remotas; já que hoje em dia o acesso à informação é feito dessa forma. Além dessas ações, é interessante que os grupos PET, tanto interdisciplinares quanto de cursos específicos, compartilhem conteúdos referentes aos cursos de origem no decorrer dos períodos de ensino remoto. Reuniões e encontros semanais/mensais internos de cada grupo também são gravados e disponibilizados para aqueles que não poderiam participar.",GDT 15: Divulgação das atividades do PET 16 - ENAPET 2022,"Encaminhamento 1: Que o Mobiliza PET, após a Assembleia do ENAPET 2022, crie grupos em redes sociais com grupos PET do mesmo curso ou afins, para que possa ter uma divulgação mais ampla das atividades, principalmente as remotas, para que discentes do Brasil possam participar. 100 pessoas presentes - Aprovado como sugestão 49%",0.14802190935143875
GT 4 - ENAPET 2018,"Que a diretoria da CENAPET, em reuniões com MEC e via ofício, requisite a homologação da Comissão Nacional de Avaliação pelo Secretário de Educação Superior, que deverá ser requisitada a partir do final do XXIII ENAPET.",GDT 16 - Permanência e Evassão na Universidade - ENAPET 2020,"Que a diretoria da CENAPET, após aprovação na assembleia geral do XXV ENAPET, encaminhe ao Ministério da Educação (MEC) um ofício dispondo sobre a solicitação formal da inclusao da política de licença maternidade e paternidade nos grupos PET.",0.14675208784811788
Encontro de discentes - GD 3 - ENAPET 2020,"Compartilhar editais de seleção de nossos PETs, organizando um arquivo de editais para consulta pública.",GT 4 - ENAPET 2018,"Que a Diretoria da CENAPET encaminhe ao MEC uma carta requisitando a abertura de novos editais PET em 2019, garantindo a expansão do Programa.",0.1467093075306885
GDT 10 - ENAPET 2019,"Sugere à CENAPET Encaminhar aos 841 Grupos a
nível nacional para debater a Minuta do Instrumento de Avaliação (Suprimido por
contraste);",GT 3 - ENAPET 2018,"Que a Comissão de Avaliação, em conjunto com a Diretoria da CENAPET, elabore uma minuta com atribuições, objetivos, fundamentos, competências que não constam nas normativas para orientar o funcionamento dos CLAA das IES. Tal minuta deve ser publicada nas mídias da CENAPET até dezembro de 2018, para que os grupos PET encaminhem para seus respectivos CLAAs.",0.146443435499579
GDT3 - ENAPET 2019,"(Proposta de alteração do encaminhamento 3.37): Que a Diretoria da CENAPET, após o XXIV ENAPET, adicione às diretrizes de organização de Encontros Regionais e Nacional a orientação para que todos os documentos publicados pelos futuros eventos (relatórios, ata, anais, etc.) levem em consideração a linguagem de gênero, a fim de incluir múltiplas diversidades. (Alteração da redação aprovada por contraste).",GDT 1 - Construção de Eventos PET - ENAPET 2020,"Que, após aprovação na Assembleia Geral do XXV ENAPET, a Diretoria da CENAPET adicione nas Diretrizes de Organização de Eventos de 2021, a importância da realização de espaços para as comissões nacionais (CENAPET, MobilizaPET, DivulgaPET, DiversificaPET e outras comissões que podem ser criadas) nos encontros regionais e nacionais. Esses espaços devem conter o maior alcance dos participantes durante os eventos e a participação das/os integrantes das comissões pode ocorrer de forma remota ou presencial. Aprovado integralmente na assembleia assíncrona.",0.14642935197081963
